"Code","ICD9_ICD10","String","PheCode","Disease"
"C7A.093","ICD10","Malignant carcinoid tumor of the kidney",189.1,"Cancer"
"C7A.098","ICD10","Malignant carcinoid tumors of other sites",195,"Cancer"
"C7A.1","ICD10","Malignant poorly differentiated neuroendocrine tumors",195,"Cancer"
"C7A.8","ICD10","Other malignant neuroendocrine tumors",195,"Cancer"
"C7B.00","ICD10","Secondary carcinoid tumors, unspecified site",195,"Cancer"
"C7B.1","ICD10","Secondary Merkel cell carcinoma",195,"Cancer"
"C96.0","ICD10","Multifocal and multisystemic (disseminated) Langerhans-cell histiocytosis",202,"Cancer"
"C96.2","ICD10","Malignant mast cell neoplasm",202,"Cancer"
"C96.22","ICD10","Mast cell sarcoma",202,"Cancer"
"C96.A","ICD10","Histiocytic sarcoma",202,"Cancer"
"D00.0","ICD10","Carcinoma in situ of lip, oral cavity and pharynx",145,"Cancer"
"D00.00","ICD10","Carcinoma in situ of oral cavity, unspecified site",145,"Cancer"
"D00.01","ICD10","Carcinoma in situ of labial mucosa and vermilion border",145,"Cancer"
"D00.02","ICD10","Carcinoma in situ of buccal mucosa",145,"Cancer"
"D00.03","ICD10","Carcinoma in situ of gingiva and edentulous alveolar ridge",145,"Cancer"
"D00.04","ICD10","Carcinoma in situ of soft palate",145,"Cancer"
"D00.05","ICD10","Carcinoma in situ of hard palate",145,"Cancer"
"D00.06","ICD10","Carcinoma in situ of floor of mouth",145,"Cancer"
"D00.07","ICD10","Carcinoma in situ of tongue",145,"Cancer"
"D00.08","ICD10","Carcinoma in situ of pharynx",145,"Cancer"
"D00.1","ICD10","Carcinoma in situ of esophagus",150,"Cancer"
"D00.2","ICD10","Carcinoma in situ of stomach",151,"Cancer"
"D01.0","ICD10","Carcinoma in situ of colon",153.2,"Cancer"
"D01.5","ICD10","Carcinoma in situ of liver, gallbladder and bile ducts",155,"Cancer"
"D02.0","ICD10","Carcinoma in situ of larynx",149.4,"Cancer"
"D02.1","ICD10","Carcinoma in situ of trachea",165,"Cancer"
"D02.2","ICD10","Carcinoma in situ of bronchus and lung",165.1,"Cancer"
"D02.20","ICD10","Carcinoma in situ of unspecified bronchus and lung",165.1,"Cancer"
"D02.21","ICD10","Carcinoma in situ of right bronchus and lung",165.1,"Cancer"
"D02.22","ICD10","Carcinoma in situ of left bronchus and lung",165.1,"Cancer"
"D02.3","ICD10","Carcinoma in situ of other parts of respiratory system",165,"Cancer"
"D02.4","ICD10","Carcinoma in situ of respiratory system, unspecified",165,"Cancer"
"D05","ICD10","Carcinoma in situ of breast",174.1,"Cancer"
"D05.0","ICD10","Lobular carcinoma in situ of breast",174.1,"Cancer"
"D05.00","ICD10","Lobular carcinoma in situ of unspecified breast",174.1,"Cancer"
"D05.01","ICD10","Lobular carcinoma in situ of right breast",174.1,"Cancer"
"D05.02","ICD10","Lobular carcinoma in situ of left breast",174.1,"Cancer"
"D05.1","ICD10","Intraductal carcinoma in situ of breast",174.1,"Cancer"
"D05.10","ICD10","Intraductal carcinoma in situ of unspecified breast",174.1,"Cancer"
"D05.11","ICD10","Intraductal carcinoma in situ of right breast",174.1,"Cancer"
"D05.12","ICD10","Intraductal carcinoma in situ of left breast",174.1,"Cancer"
"D05.8","ICD10","Other specified type of carcinoma in situ of breast",174.1,"Cancer"
"D05.80","ICD10","Other specified type of carcinoma in situ of unspecified breast",174.1,"Cancer"
"D05.81","ICD10","Other specified type of carcinoma in situ of right breast",174.1,"Cancer"
"D05.82","ICD10","Other specified type of carcinoma in situ of left breast",174.1,"Cancer"
"D05.9","ICD10","Unspecified type of carcinoma in situ of breast",174.1,"Cancer"
"D05.90","ICD10","Unspecified type of carcinoma in situ of unspecified breast",174.1,"Cancer"
"D05.91","ICD10","Unspecified type of carcinoma in situ of right breast",174.1,"Cancer"
"D05.92","ICD10","Unspecified type of carcinoma in situ of left breast",174.1,"Cancer"
"D07.1","ICD10","Carcinoma in situ of vulva",184.2,"Cancer"
"D07.2","ICD10","Carcinoma in situ of vagina",184.2,"Cancer"
"D07.3","ICD10","Carcinoma in situ of other and unspecified female genital organs",184.2,"Cancer"
"D07.30","ICD10","Carcinoma in situ of unspecified female genital organs",184.2,"Cancer"
"D07.39","ICD10","Carcinoma in situ of other female genital organs",184.2,"Cancer"
"D07.4","ICD10","Carcinoma in situ of penis",187,"Cancer"
"D07.5","ICD10","Carcinoma in situ of prostate",185,"Cancer"
"D07.6","ICD10","Carcinoma in situ of other and unspecified male genital organs",187,"Cancer"
"D07.60","ICD10","Carcinoma in situ of unspecified male genital organs",187,"Cancer"
"D07.61","ICD10","Carcinoma in situ of scrotum",187,"Cancer"
"D07.69","ICD10","Carcinoma in situ of other male genital organs",187,"Cancer"
"D09","ICD10","Carcinoma in situ of other and unspecified sites",195,"Cancer"
"D09.0","ICD10","Carcinoma in situ of bladder",189.2,"Cancer"
"D09.1","ICD10","Carcinoma in situ of other and unspecified urinary organs",189,"Cancer"
"D09.10","ICD10","Carcinoma in situ of unspecified urinary organ",189,"Cancer"
"D09.19","ICD10","Carcinoma in situ of other urinary organs",189,"Cancer"
"D09.2","ICD10","Carcinoma in situ of eye",190,"Cancer"
"D09.20","ICD10","Carcinoma in situ of unspecified eye",190,"Cancer"
"D09.21","ICD10","Carcinoma in situ of right eye",190,"Cancer"
"D09.22","ICD10","Carcinoma in situ of left eye",190,"Cancer"
"D09.3","ICD10","Carcinoma in situ of thyroid and other endocrine glands",195,"Cancer"
"D09.8","ICD10","Carcinoma in situ of other specified sites",195,"Cancer"
"D09.9","ICD10","Carcinoma in situ, unspecified",195,"Cancer"
"D39","ICD10","Neoplasm of uncertain behavior of female genital organs",184.2,"Cancer"
"D39.0","ICD10","Neoplasm of uncertain behavior of uterus",184.2,"Cancer"
"D39.1","ICD10","Neoplasm of uncertain behavior of ovary",184,"Cancer"
"D39.10","ICD10","Neoplasm of uncertain behavior of unspecified ovary",184,"Cancer"
"D39.11","ICD10","Neoplasm of uncertain behavior of right ovary",184,"Cancer"
"D39.12","ICD10","Neoplasm of uncertain behavior of left ovary",184,"Cancer"
"D39.2","ICD10","Neoplasm of uncertain behavior of placenta",184.2,"Cancer"
"D39.8","ICD10","Neoplasm of uncertain behavior of other specified female genital organs",184.2,"Cancer"
"D39.9","ICD10","Neoplasm of uncertain behavior of female genital organ, unspecified",184.2,"Cancer"
"D41.4","ICD10","Neoplasm of uncertain behavior of bladder",189.2,"Cancer"
"D49.4","ICD10","Neoplasm of unspecified behavior of bladder",189.2,"Cancer"
"G89.3","ICD10","Neoplasm related pain (acute) (chronic)",195,"Cancer"
"M90.6","ICD10","Osteitis deformans in neoplastic diseases",170.1,"Cancer"
"N90.3","ICD10","Dysplasia of vulva, unspecified",184.2,"Cancer"
"R97.1","ICD10","Elevated cancer antigen 125 [CA 125]",795.82,"Cancer"
"Z85.01","ICD10","Personal history of malignant neoplasm of esophagus",150,"Cancer"
"Z85.02","ICD10","Personal history of malignant neoplasm of stomach",151,"Cancer"
"Z85.020","ICD10","Personal history of malignant carcinoid tumor of stomach",151,"Cancer"
"Z85.028","ICD10","Personal history of other malignant neoplasm of stomach",151,"Cancer"
"Z85.03","ICD10","Personal history of malignant neoplasm of large intestine",153.2,"Cancer"
"Z85.030","ICD10","Personal history of malignant carcinoid tumor of large intestine",153.2,"Cancer"
"Z85.038","ICD10","Personal history of other malignant neoplasm of large intestine",153.2,"Cancer"
"Z85.07","ICD10","Personal history of malignant neoplasm of pancreas",157,"Cancer"
"Z85.1","ICD10","Personal history of malignant neoplasm of trachea, bronchus and lung",165.1,"Cancer"
"Z85.11","ICD10","Personal history of malignant neoplasm of bronchus and lung",165.1,"Cancer"
"Z85.110","ICD10","Personal history of malignant carcinoid tumor of bronchus and lung",165.1,"Cancer"
"Z85.118","ICD10","Personal history of other malignant neoplasm of bronchus and lung",165.1,"Cancer"
"Z85.12","ICD10","Personal history of malignant neoplasm of trachea",165.1,"Cancer"
"Z85.2","ICD10","Personal history of malignant neoplasm of other respiratory and intrathoracic organs",165,"Cancer"
"Z85.20","ICD10","Personal history of malignant neoplasm of unspecified respiratory organ",165,"Cancer"
"Z85.21","ICD10","Personal history of malignant neoplasm of larynx",165,"Cancer"
"Z85.22","ICD10","Personal history of malignant neoplasm of nasal cavities, middle ear, and accessory sinuses",165,"Cancer"
"Z85.23","ICD10","Personal history of malignant neoplasm of thymus",165,"Cancer"
"Z85.230","ICD10","Personal history of malignant carcinoid tumor of thymus",165,"Cancer"
"Z85.238","ICD10","Personal history of other malignant neoplasm of thymus",165,"Cancer"
"Z85.29","ICD10","Personal history of malignant neoplasm of other respiratory and intrathoracic organs",165,"Cancer"
"Z85.3","ICD10","Personal history of malignant neoplasm of breast",174,"Cancer"
"Z85.40","ICD10","Personal history of malignant neoplasm of unspecified female genital organ",184,"Cancer"
"Z85.41","ICD10","Personal history of malignant neoplasm of cervix uteri",184,"Cancer"
"Z85.44","ICD10","Personal history of malignant neoplasm of other female genital organs",184,"Cancer"
"Z85.45","ICD10","Personal history of malignant neoplasm of unspecified male genital organ",187,"Cancer"
"Z85.46","ICD10","Personal history of malignant neoplasm of prostate",185,"Cancer"
"Z85.48","ICD10","Personal history of malignant neoplasm of epididymis",187,"Cancer"
"Z85.49","ICD10","Personal history of malignant neoplasm of other male genital organs",187,"Cancer"
"Z85.5","ICD10","Personal history of malignant neoplasm of urinary tract",189,"Cancer"
"Z85.50","ICD10","Personal history of malignant neoplasm of unspecified urinary tract organ",189,"Cancer"
"Z85.54","ICD10","Personal history of malignant neoplasm of ureter",189,"Cancer"
"Z85.59","ICD10","Personal history of malignant neoplasm of other urinary tract organ",189,"Cancer"
"Z85.7","ICD10","Personal history of other malignant neoplasms of lymphoid, hematopoietic and related tissues",202,"Cancer"
"Z85.79","ICD10","Personal history of other malignant neoplasms of lymphoid, hematopoietic and related tissues",202,"Cancer"
"Z85.81","ICD10","Personal history of malignant neoplasm of lip, oral cavity, and pharynx",145,"Cancer"
"Z85.810","ICD10","Personal history of malignant neoplasm of tongue",145.2,"Cancer"
"Z85.818","ICD10","Personal history of malignant neoplasm of other sites of lip, oral cavity, and pharynx",145,"Cancer"
"Z85.819","ICD10","Personal history of malignant neoplasm of unspecified site of lip, oral cavity, and pharynx",145,"Cancer"
"Z85.83","ICD10","Personal history of malignant neoplasm of bone and soft tissue",170,"Cancer"
"Z85.830","ICD10","Personal history of malignant neoplasm of bone",170.1,"Cancer"
"Z85.831","ICD10","Personal history of malignant neoplasm of soft tissue",170.2,"Cancer"
"Z85.840","ICD10","Personal history of malignant neoplasm of eye",190,"Cancer"
"Z85.841","ICD10","Personal history of malignant neoplasm of brain",191.11,"Cancer"
"Z85.848","ICD10","Personal history of malignant neoplasm of other parts of nervous tissue",191.1,"Cancer"
"Z85.850","ICD10","Personal history of malignant neoplasm of thyroid",194,"Cancer"
"Z85.850","ICD10","Personal history of malignant neoplasm of thyroid",193,"Cancer"
"Z85.858","ICD10","Personal history of malignant neoplasm of other endocrine glands",194,"Cancer"
"403.0","ICD9","Hypertensive chronic kidney disease",401.22,"Chronic Kidney Disease"
"403.0","ICD9","Hypertensive chronic kidney disease, malignant",401.22,"Chronic Kidney Disease"
"403.0","ICD9","Hypertensive chronic kidney disease, malignant, with chronic kidney disease stage I through stage IV, or unspecified",401.22,"Chronic Kidney Disease"
"403.01","ICD9","Hypertensive renal disease, malignant, with chronic kidney disease stage V or end stage renal disease",401.22,"Chronic Kidney Disease"
"403.1","ICD9","Hypertensive renal disease, benign",401.22,"Chronic Kidney Disease"
"403.1","ICD9","Hypertensive renal disease, benign, without mention of renal failure",401.22,"Chronic Kidney Disease"
"403.11","ICD9","Hypertensive renal disease, benign, with renal failure",401.22,"Chronic Kidney Disease"
"403.9","ICD9","Hypertensive renal disease, unspecified",401.22,"Chronic Kidney Disease"
"403.9","ICD9","Hypertensive renal disease, unspecified, without mention of renal failure",401.22,"Chronic Kidney Disease"
"403.91","ICD9","Hypertensive renal disease, unspecified, with renal failure",401.22,"Chronic Kidney Disease"
"585.1","ICD9","Chronic kidney disease, Stage I",585.4,"Chronic Kidney Disease"
"585.20000000000005","ICD9","Chronic kidney disease, Stage II (mild)",585.4,"Chronic Kidney Disease"
"585.29999999999995","ICD9","Chronic kidney disease, Stage III (moderate)",585.33,"Chronic Kidney Disease"
"585.4","ICD9","Chronic kidney disease, Stage IV (severe)",585.34,"Chronic Kidney Disease"
"I12.0","ICD10","Hypertensive chronic kidney disease",401.22,"Chronic Kidney Disease"
"I12.0","ICD10","Hypertensive chronic kidney disease with stage 5 chronic kidney disease or end stage renal disease",401.22,"Chronic Kidney Disease"
"I12.9","ICD10","Hypertensive chronic kidney disease with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease",401.22,"Chronic Kidney Disease"
"N18.1","ICD10","Chronic kidney disease, stage 1",585.4,"Chronic Kidney Disease"
"N18.2","ICD10","Chronic kidney disease, stage 2 (mild)",585.4,"Chronic Kidney Disease"
"N18.3","ICD10","Chronic kidney disease, stage 3 (moderate)",585.33,"Chronic Kidney Disease"
"N18.4","ICD10","Chronic kidney disease, stage 4 (severe)",585.34,"Chronic Kidney Disease"
"491.2","ICD9","Obstructive chronic bronchitis",496.21,"Chronic Obstructive Pulmonary Disease"
"491.2","ICD9","Obstructive chronic bronchitis, without exacerbation",496.21,"Chronic Obstructive Pulmonary Disease"
"491.21","ICD9","Obstructive chronic bronchitis with (acute) exacerbation",496.21,"Chronic Obstructive Pulmonary Disease"
"491.22","ICD9","Obstructive chronic bronchitis with acute bronchitis",496.21,"Chronic Obstructive Pulmonary Disease"
"492.0","ICD9","Emphysema",496.1,"Chronic Obstructive Pulmonary Disease"
"492.0","ICD9","Emphysematous bleb",496.1,"Chronic Obstructive Pulmonary Disease"
"492.8","ICD9","Other emphysema",496.1,"Chronic Obstructive Pulmonary Disease"
"496.0","ICD9","Chronic airway obstruction, not elsewhere classified",496,"Chronic Obstructive Pulmonary Disease"
"J44.0","ICD10","Other chronic obstructive pulmonary disease",496.21,"Chronic Obstructive Pulmonary Disease"
"J44.0","ICD10","Chronic obstructive pulmonary disease with acute lower respiratory infection",496.21,"Chronic Obstructive Pulmonary Disease"
"J44.1","ICD10","Chronic obstructive pulmonary disease with (acute) exacerbation",496.21,"Chronic Obstructive Pulmonary Disease"
"J42.0","ICD10","Unspecified chronic bronchitis",496.2,"Chronic Obstructive Pulmonary Disease"
"J41.0","ICD10","Simple and mucopurulent chronic bronchitis",496.2,"Chronic Obstructive Pulmonary Disease"
"J41.0","ICD10","Simple chronic bronchitis",496.2,"Chronic Obstructive Pulmonary Disease"
"J41.1","ICD10","Mucopurulent chronic bronchitis",496.2,"Chronic Obstructive Pulmonary Disease"
"J41.8","ICD10","Mixed simple and mucopurulent chronic bronchitis",496.2,"Chronic Obstructive Pulmonary Disease"
"J43.0","ICD10","Emphysema",496.1,"Chronic Obstructive Pulmonary Disease"
"J43.0","ICD10","Unilateral pulmonary emphysema [MacLeod's syndrome]",496.1,"Chronic Obstructive Pulmonary Disease"
"J43.1","ICD10","Panlobular emphysema",496.1,"Chronic Obstructive Pulmonary Disease"
"J43.2","ICD10","Centrilobular emphysema",496.1,"Chronic Obstructive Pulmonary Disease"
"J43.8","ICD10","Other emphysema",496.1,"Chronic Obstructive Pulmonary Disease"
"J43.9","ICD10","Emphysema, unspecified",496.1,"Chronic Obstructive Pulmonary Disease"
"J44.0","ICD10","Other chronic obstructive pulmonary disease",496.21,"Chronic Obstructive Pulmonary Disease"
"J44.0","ICD10","Chronic obstructive pulmonary disease with acute lower respiratory infection",496.21,"Chronic Obstructive Pulmonary Disease"
"J44.1","ICD10","Chronic obstructive pulmonary disease with (acute) exacerbation",496.21,"Chronic Obstructive Pulmonary Disease"
"J44.9","ICD10","Chronic obstructive pulmonary disease, unspecified",496,"Chronic Obstructive Pulmonary Disease"
"249.0","ICD9","Secondary diabetes mellitus",249,"Diabetes Mellitus Type 2"
"249.0","ICD9","Secondary diabetes mellitus, without mention of complication",249,"Diabetes Mellitus Type 2"
"249.0","ICD9","Secondary diabetes mellitus, not stated as uncontrolled, or unspecified",249,"Diabetes Mellitus Type 2"
"249.01","ICD9","Secondary diabetes mellitus, uncontrolled",249,"Diabetes Mellitus Type 2"
